,x1,x2,f(x)
250,7.140000000000001,-7.14,1.1450521155667657
251,7.48,-7.14,1.0953441155667654
252,7.82,-7.14,1.0433241155667656
253,8.16,-7.14,0.9889921155667656
254,8.5,-7.14,0.9323481155667656
255,-8.5,-6.8,1.1468974903498252
256,-8.16,-6.8,1.2035414903498254
257,-7.82,-6.8,1.2578734903498252
258,-7.48,-6.8,1.3098934903498254
259,-7.14,-6.8,1.3596014903498252
260,-6.8,-6.8,1.4069974903498255
261,-6.46,-6.8,1.4520814903498254
262,-6.119999999999999,-6.8,1.4948534903498254
263,-5.779999999999999,-6.8,1.5353134903498256
264,-5.4399999999999995,-6.8,1.5734614903498254
265,-5.1,-6.8,1.6092974903498254
266,-4.76,-6.8,1.6428214903498253
267,-4.42,-6.8,1.6740334903498253
268,-4.08,-6.8,1.7029334903498254
269,-3.7399999999999993,-6.8,1.7295214903498255
270,-3.3999999999999995,-6.8,1.7537974903498255
271,-3.0599999999999996,-6.8,1.7757614903498253
272,-2.7199999999999998,-6.8,1.7954134903498253
273,-2.38,-6.8,1.8127534903498255
274,-2.039999999999999,-6.8,1.8277814903498255
275,-1.6999999999999993,-6.8,1.8404974903498255
276,-1.3599999999999994,-6.8,1.8509014903498253
277,-1.0199999999999996,-6.8,1.8589934903498253
278,-0.6799999999999997,-6.8,1.8647734903498254
279,-0.33999999999999986,-6.8,1.8682414903498255
280,0.0,-6.8,1.8693974903498254
281,0.33999999999999986,-6.8,1.8682414903498255
282,0.6800000000000015,-6.8,1.8647734903498254
283,1.0200000000000014,-6.8,1.8589934903498253
284,1.3600000000000012,-6.8,1.8509014903498253
285,1.700000000000001,-6.8,1.8404974903498252
286,2.040000000000001,-6.8,1.8277814903498253
287,2.380000000000001,-6.8,1.8127534903498252
288,2.7200000000000006,-6.8,1.7954134903498253
289,3.0600000000000005,-6.8,1.7757614903498253
290,3.4000000000000004,-6.8,1.7537974903498255
291,3.74,-6.8,1.7295214903498253
292,4.08,-6.8,1.7029334903498254
293,4.420000000000002,-6.8,1.6740334903498253
294,4.760000000000002,-6.8,1.6428214903498253
295,5.100000000000001,-6.8,1.6092974903498252
296,5.440000000000001,-6.8,1.5734614903498252
297,5.780000000000001,-6.8,1.5353134903498251
298,6.120000000000001,-6.8,1.4948534903498252
299,6.460000000000001,-6.8,1.4520814903498254
300,6.800000000000001,-6.8,1.4069974903498252
301,7.140000000000001,-6.8,1.3596014903498252
302,7.48,-6.8,1.3098934903498254
303,7.82,-6.8,1.2578734903498252
304,8.16,-6.8,1.2035414903498254
305,8.5,-6.8,1.1468974903498252
306,-8.5,-6.46,1.2619089648851007
307,-8.16,-6.46,1.3185529648851007
308,-7.82,-6.46,1.3728849648851007
309,-7.48,-6.46,1.4249049648851004
310,-7.14,-6.46,1.4746129648851007
311,-6.8,-6.46,1.5220089648851007
312,-6.46,-6.46,1.5670929648851006
313,-6.119999999999999,-6.46,1.6098649648851007
314,-5.779999999999999,-6.46,1.6503249648851006
315,-5.4399999999999995,-6.46,1.6884729648851007
316,-5.1,-6.46,1.7243089648851007
317,-4.76,-6.46,1.7578329648851008
318,-4.42,-6.46,1.7890449648851006
319,-4.08,-6.46,1.8179449648851007
320,-3.7399999999999993,-6.46,1.8445329648851008
321,-3.3999999999999995,-6.46,1.8688089648851007
322,-3.0599999999999996,-6.46,1.8907729648851006
323,-2.7199999999999998,-6.46,1.9104249648851006
324,-2.38,-6.46,1.9277649648851007
325,-2.039999999999999,-6.46,1.9427929648851008
326,-1.6999999999999993,-6.46,1.9555089648851007
327,-1.3599999999999994,-6.46,1.9659129648851006
328,-1.0199999999999996,-6.46,1.9740049648851006
329,-0.6799999999999997,-6.46,1.9797849648851007
330,-0.33999999999999986,-6.46,1.9832529648851007
331,0.0,-6.46,1.9844089648851007
332,0.33999999999999986,-6.46,1.9832529648851007
333,0.6800000000000015,-6.46,1.9797849648851007
334,1.0200000000000014,-6.46,1.9740049648851006
335,1.3600000000000012,-6.46,1.9659129648851006
336,1.700000000000001,-6.46,1.9555089648851007
337,2.040000000000001,-6.46,1.9427929648851006
338,2.380000000000001,-6.46,1.9277649648851005
339,2.7200000000000006,-6.46,1.9104249648851006
340,3.0600000000000005,-6.46,1.8907729648851006
341,3.4000000000000004,-6.46,1.8688089648851007
342,3.74,-6.46,1.8445329648851005
343,4.08,-6.46,1.8179449648851007
344,4.420000000000002,-6.46,1.7890449648851006
345,4.760000000000002,-6.46,1.7578329648851005
346,5.100000000000001,-6.46,1.7243089648851004
347,5.440000000000001,-6.46,1.6884729648851005
348,5.780000000000001,-6.46,1.6503249648851006
349,6.120000000000001,-6.46,1.6098649648851004
350,6.460000000000001,-6.46,1.5670929648851004
351,6.800000000000001,-6.46,1.5220089648851005
352,7.140000000000001,-6.46,1.4746129648851007
353,7.48,-6.46,1.4249049648851004
354,7.82,-6.46,1.3728849648851007
355,8.16,-6.46,1.3185529648851007
356,8.5,-6.46,1.2619089648851007
357,-8.5,-6.119999999999999,1.2642147985168921
358,-8.16,-6.119999999999999,1.320858798516892
359,-7.82,-6.119999999999999,1.375190798516892
360,-7.48,-6.119999999999999,1.4272107985168918
361,-7.14,-6.119999999999999,1.4769187985168921
362,-6.8,-6.119999999999999,1.5243147985168921
363,-6.46,-6.119999999999999,1.569398798516892
364,-6.119999999999999,-6.119999999999999,1.612170798516892
365,-5.779999999999999,-6.119999999999999,1.652630798516892
366,-5.4399999999999995,-6.119999999999999,1.690778798516892
367,-5.1,-6.119999999999999,1.726614798516892
368,-4.76,-6.119999999999999,1.7601387985168921
369,-4.42,-6.119999999999999,1.791350798516892
370,-4.08,-6.119999999999999,1.820250798516892
371,-3.7399999999999993,-6.119999999999999,1.8468387985168921
372,-3.3999999999999995,-6.119999999999999,1.871114798516892
373,-3.0599999999999996,-6.119999999999999,1.893078798516892
374,-2.7199999999999998,-6.119999999999999,1.912730798516892
375,-2.38,-6.119999999999999,1.9300707985168921
376,-2.039999999999999,-6.119999999999999,1.9450987985168922
377,-1.6999999999999993,-6.119999999999999,1.957814798516892
378,-1.3599999999999994,-6.119999999999999,1.968218798516892
379,-1.0199999999999996,-6.119999999999999,1.976310798516892
380,-0.6799999999999997,-6.119999999999999,1.982090798516892
381,-0.33999999999999986,-6.119999999999999,1.985558798516892
382,0.0,-6.119999999999999,1.986714798516892
383,0.33999999999999986,-6.119999999999999,1.985558798516892
384,0.6800000000000015,-6.119999999999999,1.982090798516892
385,1.0200000000000014,-6.119999999999999,1.976310798516892
386,1.3600000000000012,-6.119999999999999,1.968218798516892
387,1.700000000000001,-6.119999999999999,1.957814798516892
388,2.040000000000001,-6.119999999999999,1.945098798516892
389,2.380000000000001,-6.119999999999999,1.930070798516892
390,2.7200000000000006,-6.119999999999999,1.912730798516892
391,3.0600000000000005,-6.119999999999999,1.893078798516892
392,3.4000000000000004,-6.119999999999999,1.871114798516892
393,3.74,-6.119999999999999,1.846838798516892
394,4.08,-6.119999999999999,1.820250798516892
395,4.420000000000002,-6.119999999999999,1.791350798516892
396,4.760000000000002,-6.119999999999999,1.760138798516892
397,5.100000000000001,-6.119999999999999,1.7266147985168918
398,5.440000000000001,-6.119999999999999,1.6907787985168918
399,5.780000000000001,-6.119999999999999,1.652630798516892
400,6.120000000000001,-6.119999999999999,1.6121707985168918
401,6.460000000000001,-6.119999999999999,1.5693987985168918
402,6.800000000000001,-6.119999999999999,1.524314798516892
403,7.140000000000001,-6.119999999999999,1.4769187985168921
404,7.48,-6.119999999999999,1.4272107985168918
405,7.82,-6.119999999999999,1.375190798516892
406,8.16,-6.119999999999999,1.320858798516892
407,8.5,-6.119999999999999,1.2642147985168921
408,-8.5,-5.779999999999999,1.1535509948102232
409,-8.16,-5.779999999999999,1.2101949948102233
410,-7.82,-5.779999999999999,1.2645269948102231
411,-7.48,-5.779999999999999,1.3165469948102233
412,-7.14,-5.779999999999999,1.3662549948102232
413,-6.8,-5.779999999999999,1.4136509948102234
414,-6.46,-5.779999999999999,1.4587349948102233
415,-6.119999999999999,-5.779999999999999,1.5015069948102233
416,-5.779999999999999,-5.779999999999999,1.5419669948102235
417,-5.4399999999999995,-5.779999999999999,1.5801149948102233
418,-5.1,-5.779999999999999,1.6159509948102233
419,-4.76,-5.779999999999999,1.6494749948102232
420,-4.42,-5.779999999999999,1.6806869948102232
421,-4.08,-5.779999999999999,1.7095869948102234
422,-3.7399999999999993,-5.779999999999999,1.7361749948102234
423,-3.3999999999999995,-5.779999999999999,1.7604509948102234
424,-3.0599999999999996,-5.779999999999999,1.7824149948102233
425,-2.7199999999999998,-5.779999999999999,1.8020669948102233
426,-2.38,-5.779999999999999,1.8194069948102234
427,-2.039999999999999,-5.779999999999999,1.8344349948102234
428,-1.6999999999999993,-5.779999999999999,1.8471509948102234
429,-1.3599999999999994,-5.779999999999999,1.8575549948102232
430,-1.0199999999999996,-5.779999999999999,1.8656469948102232
431,-0.6799999999999997,-5.779999999999999,1.8714269948102233
432,-0.33999999999999986,-5.779999999999999,1.8748949948102234
433,0.0,-5.779999999999999,1.8760509948102233
434,0.33999999999999986,-5.779999999999999,1.8748949948102234
435,0.6800000000000015,-5.779999999999999,1.8714269948102233
436,1.0200000000000014,-5.779999999999999,1.8656469948102232
437,1.3600000000000012,-5.779999999999999,1.8575549948102232
438,1.700000000000001,-5.779999999999999,1.8471509948102232
439,2.040000000000001,-5.779999999999999,1.8344349948102232
440,2.380000000000001,-5.779999999999999,1.8194069948102232
441,2.7200000000000006,-5.779999999999999,1.8020669948102233
442,3.0600000000000005,-5.779999999999999,1.7824149948102233
443,3.4000000000000004,-5.779999999999999,1.7604509948102234
444,3.74,-5.779999999999999,1.7361749948102232
445,4.08,-5.779999999999999,1.7095869948102234
446,4.420000000000002,-5.779999999999999,1.6806869948102232
447,4.760000000000002,-5.779999999999999,1.6494749948102232
448,5.100000000000001,-5.779999999999999,1.615950994810223
449,5.440000000000001,-5.779999999999999,1.580114994810223
450,5.780000000000001,-5.779999999999999,1.541966994810223
451,6.120000000000001,-5.779999999999999,1.501506994810223
452,6.460000000000001,-5.779999999999999,1.4587349948102233
453,6.800000000000001,-5.779999999999999,1.4136509948102232
454,7.140000000000001,-5.779999999999999,1.3662549948102232
455,7.48,-5.779999999999999,1.3165469948102233
456,7.82,-5.779999999999999,1.2645269948102231
457,8.16,-5.779999999999999,1.2101949948102233
458,8.5,-5.779999999999999,1.1535509948102232
459,-8.5,-5.4399999999999995,0.9425875266792821
460,-8.16,-5.4399999999999995,0.9992315266792822
461,-7.82,-5.4399999999999995,1.053563526679282
462,-7.48,-5.4399999999999995,1.1055835266792822
463,-7.14,-5.4399999999999995,1.155291526679282
464,-6.8,-5.4399999999999995,1.2026875266792822
465,-6.46,-5.4399999999999995,1.2477715266792822
466,-6.119999999999999,-5.4399999999999995,1.2905435266792822
467,-5.779999999999999,-5.4399999999999995,1.3310035266792823
468,-5.4399999999999995,-5.4399999999999995,1.3691515266792822
469,-5.1,-5.4399999999999995,1.4049875266792822
470,-4.76,-5.4399999999999995,1.438511526679282
471,-4.42,-5.4399999999999995,1.469723526679282
472,-4.08,-5.4399999999999995,1.4986235266792822
473,-3.7399999999999993,-5.4399999999999995,1.5252115266792823
474,-3.3999999999999995,-5.4399999999999995,1.5494875266792822
475,-3.0599999999999996,-5.4399999999999995,1.5714515266792821
476,-2.7199999999999998,-5.4399999999999995,1.5911035266792821
477,-2.38,-5.4399999999999995,1.6084435266792823
478,-2.039999999999999,-5.4399999999999995,1.6234715266792823
479,-1.6999999999999993,-5.4399999999999995,1.6361875266792822
480,-1.3599999999999994,-5.4399999999999995,1.646591526679282
481,-1.0199999999999996,-5.4399999999999995,1.654683526679282
482,-0.6799999999999997,-5.4399999999999995,1.6604635266792822
483,-0.33999999999999986,-5.4399999999999995,1.6639315266792822
484,0.0,-5.4399999999999995,1.6650875266792822
485,0.33999999999999986,-5.4399999999999995,1.6639315266792822
486,0.6800000000000015,-5.4399999999999995,1.6604635266792822
487,1.0200000000000014,-5.4399999999999995,1.654683526679282
488,1.3600000000000012,-5.4399999999999995,1.646591526679282
489,1.700000000000001,-5.4399999999999995,1.636187526679282
490,2.040000000000001,-5.4399999999999995,1.623471526679282
491,2.380000000000001,-5.4399999999999995,1.608443526679282
492,2.7200000000000006,-5.4399999999999995,1.5911035266792821
493,3.0600000000000005,-5.4399999999999995,1.5714515266792821
494,3.4000000000000004,-5.4399999999999995,1.5494875266792822
495,3.74,-5.4399999999999995,1.525211526679282
496,4.08,-5.4399999999999995,1.4986235266792822
497,4.420000000000002,-5.4399999999999995,1.469723526679282
498,4.760000000000002,-5.4399999999999995,1.438511526679282
499,5.100000000000001,-5.4399999999999995,1.404987526679282
500,5.440000000000001,-5.4399999999999995,1.369151526679282
501,5.780000000000001,-5.4399999999999995,1.331003526679282
502,6.120000000000001,-5.4399999999999995,1.290543526679282
503,6.460000000000001,-5.4399999999999995,1.2477715266792822
504,6.800000000000001,-5.4399999999999995,1.202687526679282
505,7.140000000000001,-5.4399999999999995,1.155291526679282
506,7.48,-5.4399999999999995,1.1055835266792822
507,7.82,-5.4399999999999995,1.053563526679282
508,8.16,-5.4399999999999995,0.9992315266792822
509,8.5,-5.4399999999999995,0.9425875266792821
510,-8.5,-5.1,0.6554777427129802
511,-8.16,-5.1,0.7121217427129802
512,-7.82,-5.1,0.7664537427129802
513,-7.48,-5.1,0.8184737427129801
514,-7.14,-5.1,0.8681817427129802
515,-6.8,-5.1,0.9155777427129803
516,-6.46,-5.1,0.9606617427129802
517,-6.119999999999999,-5.1,1.0034337427129802
518,-5.779999999999999,-5.1,1.0438937427129802
519,-5.4399999999999995,-5.1,1.0820417427129803
520,-5.1,-5.1,1.1178777427129802
521,-4.76,-5.1,1.1514017427129803
522,-4.42,-5.1,1.1826137427129801
523,-4.08,-5.1,1.2115137427129803
524,-3.7399999999999993,-5.1,1.2381017427129803
525,-3.3999999999999995,-5.1,1.2623777427129803
526,-3.0599999999999996,-5.1,1.2843417427129802
527,-2.7199999999999998,-5.1,1.3039937427129802
528,-2.38,-5.1,1.3213337427129803
529,-2.039999999999999,-5.1,1.3363617427129804
530,-1.6999999999999993,-5.1,1.3490777427129803
531,-1.3599999999999994,-5.1,1.3594817427129802
532,-1.0199999999999996,-5.1,1.3675737427129802
533,-0.6799999999999997,-5.1,1.3733537427129803
534,-0.33999999999999986,-5.1,1.3768217427129803
535,0.0,-5.1,1.3779777427129802
536,0.33999999999999986,-5.1,1.3768217427129803
537,0.6800000000000015,-5.1,1.3733537427129803
538,1.0200000000000014,-5.1,1.3675737427129802
539,1.3600000000000012,-5.1,1.3594817427129802
540,1.700000000000001,-5.1,1.3490777427129803
541,2.040000000000001,-5.1,1.3363617427129801
542,2.380000000000001,-5.1,1.32133374271298
543,2.7200000000000006,-5.1,1.3039937427129802
544,3.0600000000000005,-5.1,1.2843417427129802
545,3.4000000000000004,-5.1,1.2623777427129803
546,3.74,-5.1,1.2381017427129801
547,4.08,-5.1,1.2115137427129803
548,4.420000000000002,-5.1,1.1826137427129801
549,4.760000000000002,-5.1,1.1514017427129801
550,5.100000000000001,-5.1,1.11787774271298
551,5.440000000000001,-5.1,1.08204174271298
552,5.780000000000001,-5.1,1.0438937427129802
553,6.120000000000001,-5.1,1.00343374271298
554,6.460000000000001,-5.1,0.9606617427129801
555,6.800000000000001,-5.1,0.9155777427129801
556,7.140000000000001,-5.1,0.8681817427129802
557,7.48,-5.1,0.8184737427129801
558,7.82,-5.1,0.7664537427129802
559,8.16,-5.1,0.7121217427129802
560,8.5,-5.1,0.6554777427129802
561,-8.5,-4.76,0.3250930341377879
562,-8.16,-4.76,0.3817370341377879
563,-7.82,-4.76,0.43606903413778786
564,-7.48,-4.76,0.4880890341377878
565,-7.14,-4.76,0.5377970341377879
566,-6.8,-4.76,0.585193034137788
567,-6.46,-4.76,0.6302770341377879
568,-6.119999999999999,-4.76,0.6730490341377879
569,-5.779999999999999,-4.76,0.713509034137788
570,-5.4399999999999995,-4.76,0.751657034137788
571,-5.1,-4.76,0.7874930341377879
572,-4.76,-4.76,0.8210170341377879
