,f1,f2,f3,q33s,q41s,q41c,q42s,iqa,q44s,q31c,q32c,q21c,q20,q33c,q44c,q10,q22c,q30,q40,q11c,q42c,q11s,q21s,q32s,q22s,q00,q31s,q43s,q43c
0,1.8432457094778352,1.8494087058726039,1.7794645006664063,-0.3648504781229757,-1.6319052793425397e-05,1.3101785256535639e-05,0.3391582588767189,-75.456188526,1.3145624142869525,-0.32503539440392687,-1.539332826932537e-05,-1.721695710720584e-06,-0.7292459726258524,0.7119253752406077,2.9695367375840447,-3.4594589470859916e-08,0.06940706319367612,1.7461984634942022e-05,1.6990577617094773,-0.13182786758154552,-0.0737863652982644,-0.16263686662600965,-1.0916626759137512e-05,1.1826009452061777e-05,-0.32997616852006795,-1.1422836365,-0.40167154777851966,-3.959169898756506e-05,-0.0002950363256534116
1,1.88464555144919,1.8978971089301178,1.5578560388874785,-0.4502160299868798,-0.00019073485162916784,-3.8225224314309105e-05,0.019739890841462403,-75.451199145,-0.08907251967193643,-0.3739031628989296,8.88995603430148e-05,-1.3328326040832208e-05,-0.7727959095404134,0.42938777906291886,3.4274383862674824,-7.1010532603221765e-06,-0.004263615040027413,5.1714874830736945e-05,1.5133528427780345,-0.16948331219494905,-0.006514657820172078,-0.16664672882360565,-2.7639193830900353e-05,-6.073229650073252e-05,-0.1535699500129315,-1.0845997735,-0.3702767445908423,0.0004286385791686671,0.00037826434071341566
2,1.9595044157632016,2.065639956737858,1.2341818617859142,-0.3772529608215163,0.00013683532285729288,0.00010659219919976734,-0.10249555041418376,-75.433765787,-2.1373404904580107,-0.3521476293052173,8.214291773706508e-06,5.8346061324045165e-06,-0.8017525082266334,0.07571116205345753,2.7633853160289594,1.6998970372925082e-06,0.008852022971183164,7.879381578456898e-06,1.0750268854247504,-0.22807183327055416,-0.11717241817275777,-0.14995265512771827,-2.4143944027485505e-06,1.1728714096329803e-05,0.14477517765067424,-0.97445486504,-0.26019157030089074,0.00011167751066270297,-5.937708029609497e-05
3,1.8630460983725883,1.7586401570766426,2.398101708957408,0.2786184594612496,-0.0002389341619868451,0.0002689071702516274,1.1311340541091253,-75.467259363,0.3520030074617935,-0.0825522796409207,-8.86626465596007e-05,-2.597508073648712e-05,-0.5049251150388786,0.5821036046598185,0.0032591537009326516,-1.0552422887458168e-05,0.44470325415945433,-7.089977902302591e-06,1.7183315773167365,-0.055699581096384815,-1.271505873280171,-0.13028126621226482,-1.1591710069845094e-05,2.5781163015693578e-05,-0.41982250412896643,-1.2974484493,-0.19330201667757618,0.00013544758116492453,-0.00014473053760206156
4,2.294928297434825,2.0045439678080257,1.434323495764742,-0.4671353544056092,-4.1937197484162244e-05,-0.00021035694470493112,-0.08363057638158175,-75.418101391,-0.9675037552134773,-0.4281487368492127,1.9200917250946356e-05,-4.112562038620174e-06,-0.8687964415017113,0.39153417663117057,3.219470606835451,-5.071500613096705e-06,0.09860981401611846,-9.296817566388504e-06,1.1677099688704156,-0.12660102986416596,0.20695575361242946,-0.15351128529065514,-1.1245818561596464e-05,3.819736280264615e-05,-0.0157313435913754,-0.90619375528,-0.3447130275836252,3.282019169644099e-05,-0.0005199221602958047
5,2.101602110581679,2.553026947265483,1.4450555417312922,-0.5741485703257464,-0.0003621734950789196,-0.0005120486255045652,-0.03082040235127844,-75.388282501,-0.7282356744102397,-0.42378091190034095,3.516714864398151e-05,4.022617196927842e-05,-0.9046004687603819,0.3122371295690844,3.1891896162877273,7.3572848591323126e-06,-0.09611022534607569,-0.00011893006616549794,1.0855853823555632,-0.14439651419427244,-0.24342144645666178,-0.09363907979395929,2.4895621274288086e-05,0.00014783362257298074,0.02948103705226138,-0.81844921828,-0.3938907074284056,0.00042597405563788305,-0.00022401679649189016
6,1.8019079877116708,1.5248572754836527,1.691889731521335,-0.36905232480007527,-0.0002756780018051037,0.00011706341102372904,0.22561808890281046,-75.432105976,0.7597564293366555,-0.33766448638621177,-0.00024853040930767587,-1.3496211381942685e-05,-0.7364022836918296,0.5699247956342581,3.0174147916170337,7.6037411066431915e-06,-0.00669365365039568,-8.346722602727095e-05,1.6244129455924903,-0.149724761583355,-0.05821462128557936,-0.11661373966497979,5.827695698304175e-05,-2.8127040398071912e-05,-0.2804978688148609,-1.1941278897,-0.3695597044762089,-0.0007115797643298067,0.0002498867230655175
7,1.8779195046586605,1.8872457458943395,1.6501454700593838,-0.43668189851430894,0.00016114410547305447,2.030999684925244e-05,0.1298607525968606,-75.453097812,0.5322661973527032,-0.3622334192723205,-7.299199278169419e-06,2.243971174271342e-06,-0.7613886616304864,0.5523760796047619,3.3378172385040212,7.367911412835e-06,0.016952836533380113,6.469412241169162e-05,1.5977558059942476,-0.1522981071874206,-0.014559084120712815,-0.16446688202559517,3.6204258259373505e-06,6.475664767699953e-05,-0.23035958569754797,-1.1022080873,-0.39312236959987357,-5.972980395428584e-05,-0.0005350134811630557
8,1.6169715453544207,1.7169892001393137,2.1065317780166235,0.017327585002389127,-3.590827750563064e-05,0.0002339053679250092,0.9696024019078446,-75.449493213,1.7596491089542217,-0.17409598020010597,-1.4129262261151514e-05,-4.2445525344129754e-05,-0.6071577529037018,0.8225675551191131,0.9356472039652682,-1.979109418725339e-05,0.29143237173870357,4.315528774958416e-05,1.7348380203646085,-0.06457210277980778,-0.5329252926415251,-0.14246540354769924,-9.852211062052497e-06,5.468108343550737e-05,-0.4510909178220472,-1.2751836975,-0.3119470046643395,0.0010131973814095636,-0.00022509209126969702
9,1.7869627355920528,2.4030501371155406,1.7555352749655608,-0.5393012342109276,-0.0003069969349789106,-2.1508837191846516e-05,0.1578070226160979,-75.418743559,0.9269008596575938,-0.3216430744797068,1.7269334528474448e-05,4.243940079569277e-06,-0.8305008975364331,0.7166689320724204,3.0219197209208875,-6.229095925064723e-06,-0.08781900034801861,-3.7066422177309266e-05,1.4501224567232374,-0.14622509432256395,-0.35706844226736,-0.08459478788322508,-1.1864622879007596e-05,2.1717881146386025e-05,-0.3326236783216035,-0.98678668662,-0.47317279586908906,0.00019365041211207173,-0.00024844502487658286
